lc,nodes,elements,elems_on_ellipse,elems_on_circle,sigma_max_ellipse,sigma_max_circle,Kt_ellipse,Kt_circle,ratio_circle_ellipse,delta_sigma_max,abs_error,rel_error_pct
25,670,603,24,0,22.81249574774,1.95485085302488,2.281249574774,0.195485085302488,0.0856921081604383,21.2312359300999,23.18750425226,50.4076179396956
20,995,914,30,0,27.044844291579,-0.0289016776610456,2.7044844291579,-0.00289016776610457,-0.00106865757293507,25.6966798441103,18.955155708421,41.2068602356979
15,1730,1622,38,0,27.5269534983191,1.3924219428446,2.75269534983191,0.13924219428446,0.0505839464919221,26.7187023074338,18.4730465016809,40.1587967427846
12.5,2439,2309,46,0,27.1875169576269,1.37318914577461,2.71875169576269,0.137318914577461,0.0505080750079088,26.579556712252,18.8124830423731,40.8967022660286
10,3786,3627,58,0,28.2335471628475,1.00559278995452,2.82335471628475,0.100559278995452,0.03561694831168,28.0433727018636,17.7664528371525,38.6227235590271
8,5807,5606,72,4,27.5482772725005,1.48664360942918,2.75482772725005,0.148664360942918,0.0539650299989245,27.1978595915108,18.4517227274995,40.1124407119554
7,7586,7353,82,0,28.8410634629219,1.11545938553714,2.88410634629219,0.111545938553714,0.0386760837363428,28.5411333485751,17.1589365370781,37.3020359501698
5,14663,14342,114,4,29.1259459777249,0.948995563813644,2.91259459777249,0.0948995563813644,0.032582480395295,29.237493461513,16.8740540222751,36.6827261353806
